"date_time","temperature","humidity","pressure_hpa","soil_moisture"
"11/11/2025 19:26:03",27.7,72.4,1013.45,0
"11/11/2025 19:26:33",27.7,72.35,1013.43,0
"11/11/2025 19:27:03",27.7,72.34,1013.45,0
"11/11/2025 19:27:33",27.69,72.31,1013.43,0
"11/11/2025 19:28:03",27.69,72.3,1013.42,0
"11/11/2025 19:28:33",27.69,72.33,1013.43,0
"11/11/2025 19:29:03",27.69,72.34,1013.41,0
"11/11/2025 19:29:33",27.69,72.33,1013.42,0
"11/11/2025 19:30:03",27.69,72.33,1013.42,0
"11/11/2025 19:30:33",27.69,72.38,1013.41,0
"11/11/2025 19:31:03",27.67,72.36,1013.44,0
"11/11/2025 19:31:33",27.67,72.37,1013.45,0
"11/11/2025 19:32:03",27.67,72.38,1013.45,0
"11/11/2025 19:32:33",27.67,72.38,1013.46,0
"11/11/2025 19:33:03",27.67,72.39,1013.44,0
"11/11/2025 19:33:33",27.67,72.43,1013.43,0
"11/11/2025 19:34:03",27.67,72.47,1013.42,0
"11/11/2025 19:34:33",27.67,72.38,1013.48,0
"11/11/2025 19:35:03",27.67,72.38,1013.43,0
"11/11/2025 19:35:33",27.67,72.38,1013.46,0
"11/11/2025 19:36:03",27.67,72.39,1013.45,0
"11/11/2025 19:36:33",27.67,72.41,1013.47,0
"11/11/2025 19:37:03",27.66,72.43,1013.52,0
"11/11/2025 19:37:33",27.65,72.46,1013.51,0
